Population,Region,Coordinates,Latitude,Longitude,Anatolian Neolithic Farmer,Caucasus Hunter Gatherer,Zagrosian Neolithic Farmer,Natufian Hunter Gatherer,Eastern Hunter Gatherer,Western Hunter Gatherer,North African Neolithic Farmer,Ancient Ancestral South Indian,Amerindian,Melanesian,Australian Hunter Gatherer,Southeast Asian Neolithic Farmer,Arctic Hunter Gatherer,Amur River Hunter Gatherer,Jomon Hunter Gatherer,Yellow River Neolithic Farmer,East African Hunter Gatherer,South African Hunter Gatherer,West African Hunter Gatherer
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Isparta),Europe,"37.76472222,30.55666667",37.76472222,30.55666667,43.0,18.2,15.2,6.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,4.4,0.0,2.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Kahramanmaraş),Europe,"37.58333333,36.93333333",37.58333333,36.93333333,38.2,18.0,21.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,6.2,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Karaman),Europe,"37.18194444,33.21805556",37.18194444,33.21805556,41.8,16.4,18.4,5.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Kayseri),Europe,"38.7225,35.4875",38.7225,35.4875,41.0,19.6,19.4,7.4,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,1.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Konya),Europe,"37.86666667,32.48333333",37.86666667,32.48333333,43.4,17.4,15.2,8.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,6.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Kütahya),Europe,"39.41666667,29.98333333",39.41666667,29.98333333,39.4,18.8,13.0,5.2,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Sivas),Europe,"39.75,37.01666667",39.75,37.01666667,39.8,18.6,20.8,5.4,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.4,0.0,2.4,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Anatolian*Turkish:Turkish*(Southwest*Anatolia),Europe,"36.73333333,29.9",36.73333333,29.9,40.2,13.8,18.2,4.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Armenian:Armenian,Europe,"40.0,45.0",40.0,45.0,43.8,24.4,20.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Erzurum),Europe,"39.90861111,41.27694444",39.90861111,41.27694444,41.2,26.6,20.2,11.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Gaziantep),Europe,"37.06666667,37.38333333",37.06666667,37.38333333,43.6,24.8,20.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Kayseri),Europe,"38.7225,35.4875",38.7225,35.4875,43.8,25.8,19.6,9.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Şanlıurfa),Europe,"37.15833333,38.79166667",37.15833333,38.79166667,43.6,22.8,22.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Armenian:Armenian*(Yerevan),Europe,"40.18138889,44.51444444",40.18138889,44.51444444,42.6,25.6,22.2,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Azerbaijan),Europe,"40.97768,46.4737",40.97768,46.4737,33.2,18.2,27.6,9.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,4.6,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Iran),Middle East,"36.5137,48.4302",36.5137,48.4302,32.6,18.4,28.0,8.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,0.0,3.6,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Tabriz),Middle East,"38.07388889,46.29611111",38.07388889,46.29611111,32.8,15.0,31.0,7.4,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.6,0.0,2.8,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Turkey),Europe,"39.92083333,44.04444444",39.92083333,44.04444444,34.6,19.8,25.4,8.8,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.2,0.0,1.2,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Azerbaijani:Azerbaijani*(Zanjan),Middle East,"36.675,48.48444444",36.675,48.48444444,32.4,20.0,27.4,8.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.0,2.2,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Cyprus:Greek*(Cyprus),Europe,"35.16666667,33.36666667",35.16666667,33.36666667,49.8,14.8,16.0,16.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Cyprus:Turkish*(Cyprus),Europe,"35.2875,33.89166667",35.2875,33.89166667,46.0,15.6,15.6,16.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Eastern*Black*Sea:Hamsheni,Europe,"40.93166667,40.84777778",40.93166667,40.84777778,42.0,37.0,15.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Eastern*Black*Sea:Laz*(Turkey),Europe,"41.5004,41.9096",41.5004,41.9096,40.2,44.8,9.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Eastern*Black*Sea:Turkish*(Trabzon),Europe,"41.005,39.7225",41.005,39.7225,46.2,32.8,14.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Kurdish,Middle East,"37.0,43.0",37.0,43.0,33.8,16.6,34.4,8.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Kurdish*(Feyli),Middle East,"32.8977,46.5976",32.8977,46.5976,29.8,14.0,39.6,9.4,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Kurdish*(Iraq),Middle East,"36.08305556,44.62972222",36.08305556,44.62972222,32.2,14.8,33.6,11.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Kurdish*(Kordestan),Middle East,"35.31138889,46.99611111",35.31138889,46.99611111,31.2,14.2,35.0,10.4,7.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Kurdish*(Urmia),Middle East,"37.54861111,45.0675",37.54861111,45.0675,32.2,19.4,34.6,6.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Lor,Middle East,"32.5438,47.916",32.5438,47.916,31.4,13.0,38.8,9.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Mazandarani,Middle East,"36.241,52.3009",36.241,52.3009,28.4,15.6,44.2,4.0,6.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Persian*(Fars),Middle East,"29.41666667,53.23333333",29.41666667,53.23333333,27.4,13.0,37.6,10.0,8.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.8,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Persian*(Isfahan),Middle East,"32.65777778,51.66916667",32.65777778,51.66916667,30.4,13.8,36.2,7.8,8.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Persian*(Tehran),Middle East,"35.68916667,51.38888889",35.68916667,51.38888889,32.4,15.8,34.2,7.4,7.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,1.8,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Persian*(Zoroastrian),Middle East,"31.89722222,54.36777778",31.89722222,54.36777778,30.0,12.6,38.2,8.2,10.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Talysh*(Azerbaijan),Middle East,"38.4552,48.6349",38.4552,48.6349,33.0,21.0,31.2,7.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.8,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Iranic:Yazidi,Middle East,"36.61666667,43.11666667",36.61666667,43.11666667,33.4,14.6,33.4,9.4,8.2,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Druze,Middle East,"32.66666667,36.73333333",32.66666667,36.73333333,43.4,12.0,23.2,19.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Druze*(Lebanon),Middle East,"33.80805556,35.6125",33.80805556,35.6125,41.0,13.6,22.2,21.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Lebanese*Christian*(Greek*Orthodox),Middle East,"34.35,35.8",34.35,35.8,43.6,13.2,21.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Lebanese*Christian*(Maronite),Middle East,"33.96972222,35.61555556",33.96972222,35.61555556,43.2,13.6,21.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Lebanese*Muslim*(Shia),Middle East,"33.27083333,35.19611111",33.27083333,35.19611111,37.0,12.2,23.4,24.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Lebanese*Muslim*(Sunni),Middle East,"33.56055556,35.37583333",33.56055556,35.37583333,35.4,12.8,22.2,26.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.2
West*Asia*and*the*Caucasus:Levant:Palestinian,Middle East,"32.0,35.25",32.0,35.25,28.6,9.6,21.8,35.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Palestinian*(Beit*Sahour),Middle East,"31.7,35.21666667",31.7,35.21666667,42.6,9.2,23.8,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Samaritan,Middle East,"32.01666667,34.76666667",32.01666667,34.76666667,38.0,8.4,21.6,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Levant:Syrian*(Aleppo),Middle East,"36.2,37.16666667",36.2,37.16666667,36.0,10.8,24.8,23.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.6
West*Asia*and*the*Caucasus:Levant:Syrian*(Damascus),Middle East,"33.51305556,36.29194444",33.51305556,36.29194444,34.4,12.4,23.0,24.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,0.0,0.0
West*Asia*and*the*Caucasus:Mesopotamia:Assyrian,Middle East,"36.26972222,43.3775",36.26972222,43.3775,39.2,18.8,28.0,13.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Mesopotamia:Assyrian*(Turkey),Europe,"37.4,41.48333333",37.4,41.48333333,38.8,20.2,27.4,13.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Mesopotamia:Chaldean*Catholic*(Iraq),Middle East,"36.73222222,43.09527778",36.73222222,43.09527778,32.6,22.0,27.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Mesopotamia:Mandaean*(Iraq),Middle East,"36.18333333,44.03333333",36.18333333,44.03333333,35.8,11.8,32.4,18.6,1.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Abazin,Europe,"44.25,42.0",44.25,42.0,29.2,45.0,2.6,3.2,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.4,0.0,1.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Adygei,Europe,"44.0,39.33",44.0,39.33,29.4,50.4,0.6,5.2,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Balkar,Europe,"43.565,42.2606",43.565,42.2606,28.2,48.6,0.8,4.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,1.4,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Chechen,Europe,"43.5,45.5",43.5,45.5,27.6,46.0,5.8,3.2,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Circassian,Europe,"43.58527778,39.72027778",43.58527778,39.72027778,29.0,44.8,2.6,4.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.8,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Ingush,Europe,"43.11,45.03",43.11,45.03,27.4,47.0,4.6,4.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,1.6,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Kabardin,Europe,"43.5082,43.3918",43.5082,43.3918,30.6,41.8,3.4,4.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,1.8,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Karachay,Europe,"43.91666667,41.78333333",43.91666667,41.78333333,28.6,45.0,3.6,4.2,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.8,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Kumyk,Europe,"43.0,47.0",43.0,47.0,30.4,36.0,9.4,4.4,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Ossetian,Europe,"42.225,43.97",42.225,43.97,27.4,54.8,1.2,4.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,1.6,0.0,0.0,0.0
West*Asia*and*the*Caucasus:North*Caucasus:Ossetian*(North),Europe,"43.18333333,44.23333333",43.18333333,44.23333333,24.2,52.8,0.8,7.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Avar*(Dagestan),Europe,"41.7047,46.558",41.7047,46.558,25.2,37.8,13.0,1.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Dargin*(Dagestan),Europe,"42.4257,47.4388",42.4257,47.4388,24.0,40.2,11.2,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Kaitag*(Dagestan),Europe,"42.052428,47.776611",42.052428,47.776611,26.0,37.8,11.4,1.2,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Lak*(Dagestan),Europe,"42.1328,47.0809",42.1328,47.0809,24.0,39.2,12.4,1.6,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Tabasaran*(Dagestan),Europe,"42.0198,47.8379",42.0198,47.8379,27.6,35.2,14.4,1.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:South*Caucasus:Abkhazian,Europe,"43.056218,41.159115",43.056218,41.159115,29.4,59.8,0.6,6.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.6,0.0,0.0,0.0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Adjara),Europe,"41.65,42.0",41.65,42.0,35.6,52.2,6.4,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Imereti),Europe,"42.16666667,42.98333333",42.16666667,42.98333333,33.4,57.4,3.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Kakheti),Europe,"41.75,45.71666667",41.75,45.71666667,36.2,42.4,13.4,6.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Kartli),Europe,"41.26666667,44.50277778",41.26666667,44.50277778,35.2,44.6,10.8,6.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Samegrelo),Europe,"42.575,41.67777778",42.575,41.67777778,31.6,61.8,0.8,5.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Svaneti),Europe,"42.91638889,43.01138889",42.91638889,43.01138889,29.4,63.0,0.0,4.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0
West*Asia*and*the*Caucasus:South*Caucasus:Turkish*(Meskheti),Europe,"41.58333333,43.26666667",41.58333333,43.26666667,37.2,45.6,8.8,6.2,1.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Arpitan):French*(Auvergne-Rhone-Alpes*Isere),Europe,"45.33333333,5.5",45.33333333,5.5,58.6,6.6,0.0,0.0,25.4,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Arpitan):French*(Auvergne-Rhone-Alpes*Loire),Europe,"45.08333333,4.083333333",45.08333333,4.083333333,59.0,4.8,0.0,0.0,26.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Arpitan):French*(Auvergne-Rhone-Alpes*Rhone),Europe,"45.83333333,4.666666667",45.83333333,4.666666667,57.8,5.4,0.0,0.0,31.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Arpitan):French*(Auvergne-Rhone-Alpes*Savoie),Europe,"45.58333333,6.333333333",45.58333333,6.333333333,59.6,6.6,0.0,0.0,27.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Arpitan):French*(Bourgogne-Franche-Comte*Jura),Europe,"46.67527778,5.554444444",46.67527778,5.554444444,57.6,6.2,0.0,0.0,31.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Cote-d'Or),Europe,"47.41666667,4.833333333",47.41666667,4.833333333,53.2,9.0,0.0,0.0,28.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Doubs),Europe,"47.16666667,6.416666667",47.16666667,6.416666667,54.6,9.8,0.0,0.0,27.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Haute-Saone),Europe,"47.58333333,6.0",47.58333333,6.0,53.0,12.0,0.0,0.0,27.4,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Nievre),Europe,"47.08333333,3.5",47.08333333,3.5,58.0,6.4,0.0,0.0,26.8,8.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Yonne),Europe,"47.8,3.566666667",47.8,3.566666667,56.4,7.6,0.0,0.0,28.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Centre-Val*de*Loire*Indre),Europe,"46.76666667,1.6",46.76666667,1.6,57.0,3.8,0.0,0.0,29.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Grand*Est*Marne),Europe,"49.0,4.25",49.0,4.25,57.6,5.2,0.0,0.0,29.8,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Grand*Est*Moselle),Europe,"49.03388889,6.661944444",49.03388889,6.661944444,54.2,6.8,0.0,0.0,31.2,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Grand*Est*Vosges),Europe,"48.16666667,6.416666667",48.16666667,6.416666667,53.8,7.8,0.0,0.0,29.6,8.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Ile-de-France*Paris),Europe,"48.85666667,2.352222222",48.85666667,2.352222222,55.2,6.2,0.0,0.0,30.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Nouvelle-Aquitaine*Charente-Maritime),Europe,"45.95,-0.9666666667",45.95,-0.9666666667,57.0,4.8,0.0,0.0,29.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Europe:French*(Oïl):French*(Pays*de*la*Loire*Sarthe),Europe,"48.28333333,0.2166666667",48.28333333,0.2166666667,55.0,5.4,0.0,0.0,31.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West*Siberia:Ket:Ket,Central/South Asia,"63.7551,87.5466",63.7551,87.5466,0.0,0.0,0.0,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,44.2,0.0,0.0,0.0,0.0,0.0
West*Siberia:Khanty-Mansi:Khanty,Central/South Asia,"59.500948,69.085972",59.500948,69.085972,4.4,0.0,0.0,0.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,36.0,0.0,0.0,0.0,0.0,0.0
West*Siberia:Khanty-Mansi:Khanty*(Obdorsk),Central/South Asia,"66.31,67.09",66.31,67.09,4.0,0.0,0.0,0.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,36.2,0.0,0.0,0.0,0.0,0.0
West*Siberia:Khanty-Mansi:Mansi,Central/South Asia,"61.1432,62.4023",61.1432,62.4023,7.8,0.0,0.0,0.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,34.6,0.0,0.0,0.0,0.0,0.0
West*Siberia:Nenets:Nenets*(Forest),Central/South Asia,"63.72,71.97",63.72,71.97,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,48.2,0.0,0.0,0.0,0.0,0.0
West*Siberia:Nenets:Nenets*(Tundra),Central/South Asia,"66.1775,71.0234",66.1775,71.0234,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,48.2,0.0,0.0,0.0,0.0,0.0
West*Siberia:Selkup:Selkup*(Taz),Central/South Asia,"65.7035,82.4441",65.7035,82.4441,0.0,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,45.2,0.0,0.0,0.0,0.0,0.0
