Population,Region,Coordinates,Latitude,Longitude,Anatolian Neolithic Farmer,Caucasus Hunter Gatherer,Zagrosian Neolithic Farmer,Natufian Hunter Gatherer,Eastern Hunter Gatherer,Western Hunter Gatherer,North African Neolithic Farmer,Ancient Ancestral South Indian,Amerindian,Melanesian,Australian Hunter Gatherer,Southeast Asian Neolithic Farmer,Arctic Hunter Gatherer,Amur River Hunter Gatherer,Jomon Hunter Gatherer,Yellow River Neolithic Farmer,East African Hunter Gatherer,South African Hunter Gatherer,West African Hunter Gatherer
South*Asia:Indian*Subcontinent:Brahmin*(Gujarat),Central/South Asia,"23.22,72.655",23.22,72.655,6.4,5.8,36.8,0.0,18.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Himachal*Pradesh),Central/South Asia,"31.10333333,77.17222222",31.10333333,77.17222222,6.6,10.6,31.6,0.0,17.8,0.0,0.0,31.4,0.0,0.0,0.0,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Jammu),Central/South Asia,"32.73333333,74.86666667",32.73333333,74.86666667,6.0,9.0,34.6,0.0,18.8,0.0,0.0,29.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Karnataka*Kannadi),Central/South Asia,"13.5878,76.1198",13.5878,76.1198,6.8,4.0,35.4,0.0,15.2,0.0,0.4,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Kerala*Kurichiya),Central/South Asia,"11.86888889,75.35555556",11.86888889,75.35555556,0.0,4.2,24.4,0.0,4.0,1.6,0.0,65.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Madhesi),Central/South Asia,"27.48138889,83.27583333",27.48138889,83.27583333,5.0,9.4,28.0,0.0,19.4,0.0,0.0,33.0,0.0,0.0,0.0,0.0,3.6,1.6,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Potohar),Central/South Asia,"32.96666667,72.25",32.96666667,72.25,6.8,6.6,39.2,0.0,19.0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Tamil*Nadu),Central/South Asia,"13.0825,80.27055556",13.0825,80.27055556,5.0,6.4,33.6,0.0,13.8,0.0,0.0,41.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Tamil*Nadu*Iyer),Central/South Asia,"11.52888889,78.75083333",11.52888889,78.75083333,5.2,4.0,35.4,0.0,14.0,0.0,0.0,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Telugu),Central/South Asia,"16.4529,78.7024",16.4529,78.7024,7.6,6.4,33.8,0.0,14.8,0.0,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(Uttar*Pradesh),Central/South Asia,"26.85,80.91666667",26.85,80.91666667,5.2,8.2,29.6,0.0,19.0,0.0,0.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*(West*Bengal),Central/South Asia,"22.56666667,88.36666667",22.56666667,88.36666667,5.8,7.2,28.0,0.0,17.8,0.0,0.0,40.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*Khas*(Nepal),Central/South Asia,"28.0,85.0",28.0,85.0,7.0,9.0,29.4,0.0,20.2,0.0,0.0,30.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Brahmin*Malayalam*(Nambudiri),Central/South Asia,"10.0,76.0",10.0,76.0,4.6,1.6,38.2,0.0,15.8,0.0,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Chamar,Central/South Asia,"21.3532,79.6232",21.3532,79.6232,1.8,5.2,24.4,0.0,11.0,0.0,0.0,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Chenchu,Central/South Asia,"15.8787,79.2534",15.8787,79.2534,1.8,8.8,22.6,0.0,7.6,0.0,0.6,55.6,0.4,0.0,0.0,0.0,0.0,0.8,0.0,1.8,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Chhattisgarhi,Central/South Asia,"20.3601,82.0483",20.3601,82.0483,2.4,7.0,24.8,0.0,9.8,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Cochin*Jew,Central/South Asia,"9.966666667,76.28333333",9.966666667,76.28333333,12.2,4.6,35.8,0.0,9.8,0.0,1.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Dakhni*Muslim*(Hyderabad),Central/South Asia,"17.36166667,78.47472222",17.36166667,78.47472222,7.2,7.0,31.0,0.2,10.6,0.0,0.8,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Dalit*(Tamil*Nadu),Central/South Asia,"10.78694444,79.13777778",10.78694444,79.13777778,0.6,3.4,27.4,0.0,5.6,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Dharkar,Central/South Asia,"26.6,83.19",26.6,83.19,4.2,6.8,27.2,0.0,13.0,0.0,0.0,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Dusadh,Central/South Asia,"23.35,85.33333333",23.35,85.33333333,1.8,4.0,28.4,0.0,11.0,0.0,0.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Gond,Central/South Asia,"18.1632,81.3842",18.1632,81.3842,0.2,5.2,10.8,0.0,4.6,0.0,0.0,66.6,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0
South*Asia:Indian*Subcontinent:Gujar*(India),Central/South Asia,"27.54972222,76.63555556",27.54972222,76.63555556,6.6,3.6,43.2,0.0,16.8,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Gujar*(Pakistan),Central/South Asia,"32.15666667,74.19",32.15666667,74.19,7.0,5.0,45.0,0.0,17.8,0.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Gujarati,Central/South Asia,"22.687,71.0962",22.687,71.0962,2.6,5.0,35.8,0.0,13.4,0.0,0.0,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Gujarati*(Patel),Central/South Asia,"23.01666667,73.06666667",23.01666667,73.06666667,1.6,6.0,36.8,0.0,10.4,0.0,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Gujarati*Muslim*(Ismaili),Central/South Asia,"23.915,70.36694444",23.915,70.36694444,8.8,10.6,41.2,0.0,21.0,0.0,0.0,18.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Gujarati*Muslim*(Sunni),Central/South Asia,"22.3,70.78333333",22.3,70.78333333,14.4,3.4,39.8,0.0,12.2,0.0,0.0,30.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Ho,Central/South Asia,"23.9596,87.1188",23.9596,87.1188,0.0,4.6,4.2,0.0,2.0,0.0,0.0,67.8,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Irula,Central/South Asia,"12.70645,79.95209",12.70645,79.95209,1.4,4.2,21.4,0.0,6.2,0.0,0.0,66.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
South*Asia:Indian*Subcontinent:Jatt*(Haryana),Central/South Asia,"30.73333333,76.78333333",30.73333333,76.78333333,11.2,7.2,32.8,0.0,27.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Juang,Central/South Asia,"21.2606,85.5845",21.2606,85.5845,0.0,3.4,0.0,0.0,2.6,0.0,0.0,60.8,0.0,0.0,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kadar,Central/South Asia,"11.0602,76.7285",11.0602,76.7285,0.0,3.8,16.4,0.0,4.6,0.0,0.4,73.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.6,0.0
South*Asia:Indian*Subcontinent:Kamboj,Central/South Asia,"29.96388889,77.54611111",29.96388889,77.54611111,12.4,8.2,38.6,0.0,18.6,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kanjar,Central/South Asia,"25.6999,74.7355",25.6999,74.7355,1.8,8.2,27.6,0.0,14.8,0.0,0.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kapu,Central/South Asia,"16.95,82.25",16.95,82.25,2.4,6.8,24.2,0.0,8.8,0.0,0.2,55.8,0.6,0.0,0.0,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kashmiri,Central/South Asia,"34.166825,74.330455",34.166825,74.330455,7.8,9.8,33.6,0.0,15.4,0.0,0.0,31.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kashmiri*(Pakistan),Central/South Asia,"33.84333333,73.85138889",33.84333333,73.85138889,7.6,8.8,37.2,0.0,17.0,0.0,0.0,27.4,0.2,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kashmiri*(Pandit),Central/South Asia,"34.03333333,74.66666667",34.03333333,74.66666667,7.0,7.8,39.0,0.0,18.8,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Khatri,Central/South Asia,"30.91666667,75.85",30.91666667,75.85,9.0,7.4,41.4,0.0,18.8,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kohistani,Central/South Asia,"35.3389,73.0154",35.3389,73.0154,7.8,9.2,39.4,0.0,18.2,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.4,1.6,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kol,Central/South Asia,"23.03,85.85",23.03,85.85,3.2,6.6,29.6,0.0,12.4,0.0,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Konkani*(Christian),Central/South Asia,"12.85611111,74.83638889",12.85611111,74.83638889,3.2,4.2,28.0,0.0,10.4,0.0,0.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Korwa,Central/South Asia,"23.4102,83.8142",23.4102,83.8142,0.0,3.2,6.6,0.0,2.8,0.0,0.0,66.2,0.2,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Kurumba,Central/South Asia,"11.3824,76.5256",11.3824,76.5256,2.4,4.4,32.2,0.0,6.6,0.0,0.0,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Madiga*(Andhra*Pradesh),Central/South Asia,"16.30083333,80.44277778",16.30083333,80.44277778,1.0,3.2,27.0,0.0,6.4,0.0,0.0,62.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Mala*(Andhra*Pradesh),Central/South Asia,"15.33333333,79.55",15.33333333,79.55,0.2,4.8,22.6,0.0,7.6,0.0,0.0,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Malayalam*Thiyya,Central/South Asia,"12.01666667,75.28333333",12.01666667,75.28333333,5.8,4.2,34.2,0.0,9.2,0.0,0.2,46.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Malayan,Central/South Asia,"10.15,76.73333333",10.15,76.73333333,0.0,1.8,18.4,0.0,2.8,0.8,0.0,74.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4
South*Asia:Indian*Subcontinent:Maratha,Central/South Asia,"17.9344,76.6665",17.9344,76.6665,2.2,5.6,26.8,0.0,9.2,0.0,0.0,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Mumbai*Jew,Central/South Asia,"19.07611111,72.8775",19.07611111,72.8775,19.2,8.4,33.0,3.2,9.0,0.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:North*Kannadi,Central/South Asia,"9.95,76.81666667",9.95,76.81666667,0.6,5.2,21.6,0.0,10.0,0.0,0.0,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
South*Asia:Indian*Subcontinent:Paniya,Central/South Asia,"11.7318,76.0779",11.7318,76.0779,0.0,7.4,11.0,0.0,5.0,0.0,0.0,75.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.0
South*Asia:Indian*Subcontinent:Piramalai,Central/South Asia,"11.23333333,78.88333333",11.23333333,78.88333333,0.2,6.2,31.8,0.0,7.6,0.0,0.0,54.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Pulliyar,Central/South Asia,"9.983333333,76.28333333",9.983333333,76.28333333,0.8,3.8,16.0,0.0,4.4,0.0,0.0,74.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
South*Asia:Indian*Subcontinent:Punjabi*Arain*(India),Central/South Asia,"31.63333333,74.86666667",31.63333333,74.86666667,7.0,9.8,40.2,0.0,18.6,0.0,0.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Punjabi*Arain*(Pakistan),Central/South Asia,"28.26666667,69.35",28.26666667,69.35,9.8,5.6,41.0,0.0,17.4,0.0,0.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Punjabi*Christian*(India),Central/South Asia,"31.91666667,75.25",31.91666667,75.25,1.4,3.0,30.4,0.0,10.0,0.0,0.0,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Punjabi*Gujar*(Pakistan),Central/South Asia,"33.6,73.03333333",33.6,73.03333333,7.0,4.0,48.2,0.0,16.4,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Punjabi*Jatt,Central/South Asia,"29.5534,71.906",29.5534,71.906,9.2,5.0,38.8,0.0,21.6,0.0,0.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Punjabi*Muslim*(India),Central/South Asia,"30.51666667,75.88333333",30.51666667,75.88333333,12.8,9.0,33.4,0.0,13.0,0.0,0.0,31.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Punjabi*Ramgarhia*Sikh,Central/South Asia,"30.96638889,76.53305556",30.96638889,76.53305556,9.4,6.0,38.0,0.0,18.6,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Rajasthani*(Meghwal),Central/South Asia,"21.82,75.61861111",21.82,75.61861111,4.6,8.0,30.2,0.0,16.6,0.0,0.0,40.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Rajput*(Himachal*Pradesh),Central/South Asia,"32.08805556,76.25777778",32.08805556,76.25777778,5.6,0.0,28.4,0.0,11.4,0.0,0.0,33.6,0.8,0.0,0.0,0.0,3.6,0.0,0.0,16.6,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Rajput*(Rajasthan),Central/South Asia,"26.6,73.8",26.6,73.8,6.4,9.0,31.6,0.0,17.6,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.6,0.0,0.0,5.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Rajput*(Uttar*Pradesh*Muslim),Central/South Asia,"27.23333333,79.01666667",27.23333333,79.01666667,5.4,9.0,27.0,0.0,14.6,0.0,0.0,43.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Relli,Central/South Asia,"18.1213,82.4996",18.1213,82.4996,3.2,7.2,23.6,0.0,9.2,0.0,0.0,54.6,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Ror,Central/South Asia,"29.68611111,76.98888889",29.68611111,76.98888889,11.8,6.8,32.6,0.0,28.0,0.0,0.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Sakilli,Central/South Asia,"11.66388889,78.14611111",11.66388889,78.14611111,1.0,4.6,27.8,0.0,6.6,0.0,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
South*Asia:Indian*Subcontinent:Santhal*(Bangladesh),Central/South Asia,"25.0,89.0",25.0,89.0,0.0,5.2,7.2,0.0,3.4,0.0,0.0,65.6,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Santhal*(India),Central/South Asia,"20.26666667,85.81666667",20.26666667,85.81666667,0.0,5.2,5.6,0.0,3.4,0.0,0.0,67.6,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
South*Asia:Indian*Subcontinent:Savara,Central/South Asia,"19.1213,84.19",19.1213,84.19,0.0,7.2,0.0,0.0,3.2,0.0,0.4,63.2,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Sindhi,Central/South Asia,"26.0,69.0",26.0,69.0,10.2,2.6,46.6,0.0,16.0,0.0,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Sri*Lankan,Central/South Asia,"7.0,81.0",7.0,81.0,2.2,5.2,31.6,0.0,8.4,0.0,0.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Tamil*(Sri*Lanka),Central/South Asia,"9.2,80.41666667",9.2,80.41666667,1.8,4.6,31.8,0.0,8.2,0.0,0.0,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Telugu,Central/South Asia,"16.4529,78.7024",16.4529,78.7024,1.2,5.0,34.0,0.0,8.4,0.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Velamas,Central/South Asia,"19.38333333,85.06666667",19.38333333,85.06666667,1.6,5.8,35.0,0.0,8.0,0.0,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Vellalar,Central/South Asia,"10.78333333,78.68333333",10.78333333,78.68333333,1.8,3.0,37.2,0.0,7.8,0.0,0.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Western*Uttar*Pradeshi*Jatt*Muslim,Central/South Asia,"28.05,79.11666667",28.05,79.11666667,10.4,12.2,32.2,0.0,22.6,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Asia:Indian*Subcontinent:Yadava,Central/South Asia,"27.4925,77.67361111",27.4925,77.67361111,1.0,9.8,26.6,0.0,8.0,0.0,0.2,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South*Central*Asia:Pashtun:Pashtun*(Afghanistan),Central/South Asia,"31.5,65.7",31.5,65.7,17.6,7.6,41.2,0.0,21.2,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
South*Central*Asia:Pashtun:Pashtun*(Kabul),Central/South Asia,"34.52527778,69.17833333",34.52527778,69.17833333,16.8,7.8,38.2,0.0,20.6,0.0,0.0,11.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
South*Central*Asia:Pashtun:Pashtun*(Kandahar),Central/South Asia,"31.62,65.71583333",31.62,65.71583333,17.4,8.8,42.6,0.0,19.4,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0
South*Central*Asia:Pashtun:Pashtun*(North),Central/South Asia,"34.0,71.33",34.0,71.33,17.0,10.2,37.4,0.0,20.2,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,1.4,0.0,3.6,0.0,0.0,0.0
South*Central*Asia:Pashtun:Pashtun*(Tarkalani),Central/South Asia,"34.68333333,71.5",34.68333333,71.5,14.0,8.2,40.2,0.0,19.6,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0,0.0,0.0
South*Central*Asia:Pashtun:Pashtun*(Yusufzai),Central/South Asia,"34.0,71.31666667",34.0,71.31666667,13.2,8.4,39.2,0.0,19.8,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
South*Siberia:Altaian:Altai-Kizhi,Central/South Asia,"50.91666667,86.91666667",50.91666667,86.91666667,3.6,0.0,6.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0
South*Siberia:Altaian:Tubalar,Central/South Asia,"51.78333333,87.25",51.78333333,87.25,5.2,1.2,7.6,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,54.4,0.0,0.0,0.0,0.0,0.0
South*Siberia:Khakass:Khakass,Central/South Asia,"53.5,90.0",53.5,90.0,3.4,1.2,5.6,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,61.2,0.0,0.0,0.0,0.0,0.0
South*Siberia:Khakass:Khakass*(Koibals),Central/South Asia,"52.99111111,90.35611111",52.99111111,90.35611111,1.8,1.8,4.6,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,65.2,0.0,0.0,0.0,0.0,0.0
South*Siberia:Shor:Shor,Central/South Asia,"52.32607,88.4344",52.32607,88.4344,3.4,0.0,7.4,0.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,55.6,0.0,0.0,0.0,0.0,0.0
South*Siberia:Shor:Shor*(Mountain),Central/South Asia,"52.83833333,87.93722222",52.83833333,87.93722222,4.2,0.0,7.2,0.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,52.2,0.0,0.0,0.0,0.0,0.0
South*Siberia:Teleut:Teleut,Central/South Asia,"54.93333333,87.23333333",54.93333333,87.23333333,4.8,1.8,5.2,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.4,0.0,0.0,0.0,0.0,0.0
Southeast*Asia:Brunei:Dusun*(Brunei),Oceania,"5.25,117.0",5.25,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,0.0,0.0,12.4,3.2,0.0,0.0,0.0
Southeast*Asia:Brunei:Murut*(Brunei),Oceania,"4.583333333,115.1666667",4.583333333,115.1666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.2,0.0,0.0,10.6,2.2,0.0,0.0,0.0
Southeast*Asia:Burma:Burmese,East Asia,"20.7926,93.9665",20.7926,93.9665,0.0,1.8,4.4,0.0,0.8,0.0,0.0,13.4,0.0,0.0,0.0,30.4,1.2,0.0,0.0,48.0,0.0,0.0,0.0
Southeast*Asia:Cambodia:Cambodian,East Asia,"11.55,104.9166667",11.55,104.9166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,78.4,0.0,0.0,0.2,18.4,0.0,0.0,0.0
Southeast*Asia:China:Dai*(China),East Asia,"22.0,100.8",22.0,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.2,0.0,0.0,0.0,39.8,0.0,0.0,0.0
Southeast*Asia:China:Gelao,East Asia,"27.00861111,106.0322222",27.00861111,106.0322222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2,0.0,0.0,0.0,44.8,0.0,0.0,0.0
Southeast*Asia:China:Lahu*(China),East Asia,"22.55611111,99.93194444",22.55611111,99.93194444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6,0.0,0.0,0.0,47.4,0.0,0.0,0.0
Southeast*Asia:China:Li*(China),East Asia,"19.2,109.7",19.2,109.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4,0.0,0.0,0.0,43.6,0.0,0.0,0.0
Southeast*Asia:China:Maonan*(China),East Asia,"25.0169,108.024",25.0169,108.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.0,0.0,0.0,45.8,0.0,0.0,0.0
Southeast*Asia:China:Mulam*(China),East Asia,"24.8151,108.928",24.8151,108.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,0.0,0.0,0.0,51.6,0.0,0.0,0.0
