Population,Region,Latitude,Longitude,Ancient North Eurasian,Basal East Eurasian,Caucasus Dzudzuana,East African Hunter Gatherer,East Eurasian,South African Hunter Gatherer,West African Hunter Gatherer,Western Hunter Gatherer
West*Asia*and*the*Caucasus:Iranic:Kurdish*(Iraq),Middle East,36.08305556,44.62972222,32.6,0.6,63,2.8,1,0,0,0
West*Asia*and*the*Caucasus:Iranic:Kurdish*(Kordestan),Middle East,35.31138889,46.99611111,33.6,2.8,61.2,2.4,0,0,0,0
West*Asia*and*the*Caucasus:Iranic:Kurdish*(Urmia),Middle East,37.54861111,45.0675,36,0,62.2,1.8,0,0,0,0
West*Asia*and*the*Caucasus:Iranic:Lor,Middle East,32.5438,47.916,32.8,2.6,61.4,3.2,0,0,0,0
West*Asia*and*the*Caucasus:Iranic:Mazandarani,Middle East,36.241,52.3009,38.4,1.8,57,2.8,0,0,0,0
West*Asia*and*the*Caucasus:Iranic:Persian*(Fars),Middle East,29.41666667,53.23333333,35,4.6,57.4,3,0,0,0,0
West*Asia*and*the*Caucasus:Iranic:Persian*(Isfahan),Middle East,32.65777778,51.66916667,34.8,4.2,58.4,2.6,0,0,0,0
West*Asia*and*the*Caucasus:Iranic:Persian*(Tehran),Middle East,35.68916667,51.38888889,34,1.6,60.4,2.2,1.8,0,0,0
West*Asia*and*the*Caucasus:Iranic:Persian*(Zoroastrian),Middle East,31.89722222,54.36777778,37.8,0.4,59,2.8,0,0,0,0
West*Asia*and*the*Caucasus:Iranic:Talysh*(Azerbaijan),Middle East,38.4552,48.6349,33.6,1.6,61.8,2.2,0.8,0,0,0
West*Asia*and*the*Caucasus:Iranic:Yazidi,Middle East,36.61666667,43.11666667,33.8,1.2,62.2,2.8,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Druze,Middle East,32.66666667,36.73333333,20,0.2,75.6,4.2,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Druze*(Lebanon),Middle East,33.80805556,35.6125,20.2,0,74.8,5,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Lebanese*Christian*(Greek*Orthodox),Middle East,34.35,35.8,17.8,0,78,4.2,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Lebanese*Christian*(Maronite),Middle East,33.96972222,35.61555556,18.2,0,77.8,4,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Lebanese*Muslim*(Shia),Middle East,33.27083333,35.19611111,19.8,0.8,72.6,6.8,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Lebanese*Muslim*(Sunni),Middle East,33.56055556,35.37583333,19.4,0,72,8.2,0.4,0,0,0
West*Asia*and*the*Caucasus:Levant:Palestinian,Middle East,32,35.25,16.2,1.2,71.6,11,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Palestinian*(Beit*Sahour),Middle East,31.7,35.21666667,17.2,0,78,4.8,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Samaritan,Middle East,32.01666667,34.76666667,13.6,1,80,5.4,0,0,0,0
West*Asia*and*the*Caucasus:Levant:Syrian*(Aleppo),Middle East,36.2,37.16666667,20.4,0,70.8,8.2,0.6,0,0,0
West*Asia*and*the*Caucasus:Levant:Syrian*(Damascus),Middle East,33.51305556,36.29194444,19,0,70.2,9.6,1.2,0,0,0
West*Asia*and*the*Caucasus:Mesopotamia:Assyrian,Middle East,36.26972222,43.3775,26,0,71.4,2.6,0,0,0,0
West*Asia*and*the*Caucasus:Mesopotamia:Assyrian*(Turkey),Europe,37.4,41.48333333,26.2,0,71.2,2.6,0,0,0,0
West*Asia*and*the*Caucasus:Mesopotamia:Chaldean*Catholic*(Iraq),Middle East,36.73222222,43.09527778,25.4,0.8,70.4,3.4,0,0,0,0
West*Asia*and*the*Caucasus:Mesopotamia:Mandaean*(Iraq),Middle East,36.18333333,44.03333333,23.6,2.4,70.6,3.4,0,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Abazin,Europe,44.25,42,37.6,0,56.4,0,6,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Adygei,Europe,44,39.33,38.6,0,60.2,0,1.2,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Balkar,Europe,43.565,42.2606,38.6,0,57.4,0,4,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Chechen,Europe,43.5,45.5,43.2,0,56.8,0,0,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Circassian,Europe,43.58527778,39.72027778,38.2,0,57.4,0,4.4,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Ingush,Europe,43.11,45.03,41,0,57.8,0,1.2,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Kabardin,Europe,43.5082,43.3918,37.6,0,57.4,0,5,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Karachay,Europe,43.91666667,41.78333333,38.2,0,57,0,4.8,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Kumyk,Europe,43,47,39,0,57.4,0,3.6,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Ossetian,Europe,42.225,43.97,37.2,0,60,0.2,2.6,0,0,0
West*Asia*and*the*Caucasus:North*Caucasus:Ossetian*(North),Europe,43.18333333,44.23333333,37.8,0,57.6,0.6,4,0,0,0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Avar*(Dagestan),Europe,41.7047,46.558,48.2,0,51.8,0,0,0,0,0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Dargin*(Dagestan),Europe,42.4257,47.4388,49.8,0,50.2,0,0,0,0,0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Kaitag*(Dagestan),Europe,42.052428,47.776611,47.8,0,52.2,0,0,0,0,0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Lak*(Dagestan),Europe,42.1328,47.0809,48.4,0,51.6,0,0,0,0,0
West*Asia*and*the*Caucasus:Northeast*Caucasus:Tabasaran*(Dagestan),Europe,42.0198,47.8379,46.8,0,53.2,0,0,0,0,0
West*Asia*and*the*Caucasus:South*Caucasus:Abkhazian,Europe,43.056218,41.159115,33.2,0,64.8,0.6,1.2,0,0.2,0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Adjara),Europe,41.65,42,30,0,69.4,0.6,0,0,0,0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Imereti),Europe,42.16666667,42.98333333,30.8,0,68.6,0,0,0,0.6,0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Kakheti),Europe,41.75,45.71666667,30.8,0,68.2,1,0,0,0,0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Kartli),Europe,41.26666667,44.50277778,32,0,67,1,0,0,0,0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Samegrelo),Europe,42.575,41.67777778,32,0,67.2,0.8,0,0,0,0
West*Asia*and*the*Caucasus:South*Caucasus:Georgian*(Svaneti),Europe,42.91638889,43.01138889,35.2,0,64.6,0,0.2,0,0,0
West*Asia*and*the*Caucasus:South*Caucasus:Turkish*(Meskheti),Europe,41.58333333,43.26666667,30.8,0,68.8,0.4,0,0,0,0
West*Europe:French*(Arpitan):French*(Auvergne-Rhone-Alpes*Isere),Europe,45.33333333,5.5,21.4,0,62.4,0,0,0,0,16.2
West*Europe:French*(Arpitan):French*(Auvergne-Rhone-Alpes*Loire),Europe,45.08333333,4.083333333,21.6,0,61.4,0,0,0,0,17
West*Europe:French*(Arpitan):French*(Auvergne-Rhone-Alpes*Rhone),Europe,45.83333333,4.666666667,25.2,0,60.4,0,0,0,0,14.4
West*Europe:French*(Arpitan):French*(Auvergne-Rhone-Alpes*Savoie),Europe,45.58333333,6.333333333,23.6,0,62.8,0,0,0,0,13.6
West*Europe:French*(Arpitan):French*(Bourgogne-Franche-Comte*Jura),Europe,46.67527778,5.554444444,25.6,0,60.8,0,0,0,0,13.6
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Cote-d'Or),Europe,47.41666667,4.833333333,26.2,0,57.8,0,0,0,0,16
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Doubs),Europe,47.16666667,6.416666667,25.4,0,60,0,0,0,0,14.6
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Haute-Saone),Europe,47.58333333,6,25.8,0,60,0,0,0,0,14.2
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Nievre),Europe,47.08333333,3.5,24,0,61,0,0,0,0,15
West*Europe:French*(Oïl):French*(Bourgogne-Franche-Comte*Yonne),Europe,47.8,3.566666667,24.4,0,60.4,0,0,0,0,15.2
West*Europe:French*(Oïl):French*(Centre-Val*de*Loire*Indre),Europe,46.76666667,1.6,22.8,0,58.8,0,0,0,0,18.4
West*Europe:French*(Oïl):French*(Grand*Est*Marne),Europe,49,4.25,24.2,0,60.2,0,0,0,0,15.6
West*Europe:French*(Oïl):French*(Grand*Est*Moselle),Europe,49.03388889,6.661944444,26.4,0,57.6,0,0,0,0,16
West*Europe:French*(Oïl):French*(Grand*Est*Vosges),Europe,48.16666667,6.416666667,26,0,58.4,0,0,0,0,15.6
West*Europe:French*(Oïl):French*(Ile-de-France*Paris),Europe,48.85666667,2.352222222,25.2,0,58.4,0,0,0,0,16.4
West*Europe:French*(Oïl):French*(Nouvelle-Aquitaine*Charente-Maritime),Europe,45.95,-0.9666666667,24,0,59.2,0,0,0,0,16.8
West*Europe:French*(Oïl):French*(Pays*de*la*Loire*Sarthe),Europe,48.28333333,0.2166666667,25.8,0,57.6,0,0,0,0,16.6
West*Siberia:Ket:Ket,Central/South Asia,63.7551,87.5466,48.2,0,0,0,51.8,0,0,0
West*Siberia:Khanty-Mansi:Khanty,Central/South Asia,59.500948,69.085972,54.6,0,5.2,0,40.2,0,0,0
West*Siberia:Khanty-Mansi:Khanty*(Obdorsk),Central/South Asia,66.31,67.09,54,0,4.6,0,41.4,0,0,0
West*Siberia:Khanty-Mansi:Mansi,Central/South Asia,61.1432,62.4023,53,0,9,0,36.8,0,0,1.2
West*Siberia:Nenets:Nenets*(Forest),Central/South Asia,63.72,71.97,40.2,0,0,0,59.8,0,0,0
West*Siberia:Nenets:Nenets*(Tundra),Central/South Asia,66.1775,71.0234,40.6,0,0,0,59.4,0,0,0
West*Siberia:Selkup:Selkup*(Taz),Central/South Asia,65.7035,82.4441,46,0,0,0,54,0,0,0
